592, 592
883, 883
110, 110
79, 79
87, 87
380, 380
274, 274
40, 40
785, 785
913, 913
477, 477
345, 345
713, 713
329, 329
499, 499
387, 387
996, 996
690, 690
576, 576
820, 820
359, 359
910, 910
243, 243
111, 111
621, 621
46, 46
1000, 1000
164, 164
985, 985
292, 292
956, 956
697, 697
80, 80
808, 808
455, 455
970, 970
930, 930
120, 120
980, 980
107, 107
722, 722
575, 575
473, 473
70, 70
51, 51
958, 958
517, 517
366, 366
601, 601
566, 566
568, 568
431, 431
147, 147
32, 32
895, 895
197, 197
106, 106
644, 644
714, 714
905, 905
375, 375
634, 634
326, 326
267, 267
131, 131
645, 645
219, 219
305, 305
721, 721
258, 258
505, 505
772, 772
220, 220
967, 967
217, 217
315, 315
661, 661
273, 273
966, 966
384, 384
343, 343
155, 155
554, 554
969, 969
510, 510
612, 612
636, 636
466, 466
760, 760
828, 828
972, 972
855, 855
829, 829
427, 427
892, 892
768, 768
333, 333
556, 556
488, 488
596, 596
737, 737
965, 965
606, 606
561, 561
298, 298
734, 734
571, 571
852, 852
669, 669
230, 230
459, 459
762, 762
888, 888
124, 124
323, 323
415, 415
108, 108
779, 779
791, 791
834, 834
135, 135
675, 675
871, 871
617, 617
548, 548
406, 406
486, 486
286, 286
221, 221
317, 317
866, 866
976, 976
648, 648
101, 101
117, 117
284, 284
228, 228
520, 520
29, 29
41, 41
181, 181
190, 190
957, 957
262, 262
931, 931
665, 665
535, 535
823, 823
921, 921
468, 468
898, 898
749, 749
687, 687
512, 512
324, 324
999, 999
275, 275
649, 649
600, 600
289, 289
126, 126
942, 942
786, 786
266, 266
778, 778
639, 639
223, 223
693, 693
115, 115
628, 628
233, 233
156, 156
318, 318
365, 365
586, 586
410, 410
207, 207
475, 475
104, 104
742, 742
979, 979
92, 92
916, 916
138, 138
816, 816
356, 356
127, 127
388, 388
296, 296
744, 744
719, 719
248, 248
750, 750
814, 814
940, 940
129, 129
82, 82
878, 878
56, 56
663, 663
635, 635
71, 71
960, 960
227, 227
103, 103
782, 782
105, 105
479, 479
149, 149
429, 429
642, 642
640, 640
982, 982
49, 49
920, 920
213, 213
489, 489
390, 390
494, 494
607, 607
709, 709
211, 211
404, 404
123, 123
100, 100
118, 118
819, 819
59, 59
845, 845
226, 226
445, 445
30, 30
264, 264
313, 313
347, 347
989, 989
738, 738
740, 740
858, 858
235, 235
788, 788
222, 222
945, 945
246, 246
456, 456
944, 944
717, 717
984, 984
886, 886
239, 239
234, 234
174, 174
204, 204
565, 565
492, 492
796, 796
282, 282
487, 487
295, 295
361, 361
506, 506
113, 113
179, 179
800, 800
260, 260
609, 609
225, 225
352, 352
249, 249
385, 385
570, 570
622, 622
263, 263
773, 773
701, 701
112, 112
398, 398
195, 195
83, 83
418, 418
8, 8
148, 148
835, 835
650, 650
899, 899
199, 199
514, 514
882, 882
493, 493
562, 562
917, 917
748, 748
526, 526
875, 875
93, 93
65, 65
666, 666
10, 10
158, 158
293, 293
954, 954
809, 809
350, 350
208, 208
894, 894
382, 382
162, 162
430, 430
539, 539
817, 817
710, 710
747, 747
443, 443
334, 334
678, 678
173, 173
407, 407
513, 513
203, 203
516, 516
679, 679
810, 810
367, 367
24, 24
853, 853
767, 767
843, 843
170, 170
437, 437
864, 864
774, 774
877, 877
988, 988
681, 681
630, 630
394, 394
914, 914
119, 119
3, 3
245, 245
451, 451
193, 193
426, 426
519, 519
229, 229
330, 330
753, 753
997, 997
34, 34
265, 265
58, 58
369, 369
807, 807
995, 995
336, 336
759, 759
154, 154
790, 790
775, 775
598, 598
27, 27
425, 425
712, 712
503, 503
165, 165
563, 563
171, 171
439, 439
861, 861
236, 236
893, 893
854, 854
974, 974
909, 909
573, 573
285, 285
508, 508
994, 994
47, 47
939, 939
169, 169
695, 695
357, 357
926, 926
869, 869
139, 139
637, 637
585, 585
755, 755
460, 460
943, 943
716, 716
831, 831
371, 371
839, 839
130, 130
608, 608
731, 731
354, 354
655, 655
874, 874
911, 911
396, 396
37, 37
78, 78
964, 964
981, 981
144, 144
55, 55
370, 370
684, 684
189, 189
862, 862
74, 74
28, 28
889, 889
587, 587
702, 702
63, 63
881, 881
872, 872
23, 23
594, 594
818, 818
730, 730
627, 627
218, 218
732, 732
206, 206
432, 432
86, 86
270, 270
551, 551
48, 48
401, 401
290, 290
461, 461
923, 923
836, 836
870, 870
725, 725
172, 172
524, 524
502, 502
527, 527
703, 703
929, 929
381, 381
69, 69
938, 938
978, 978
444, 444
704, 704
469, 469
900, 900
344, 344
851, 851
338, 338
533, 533
168, 168
983, 983
175, 175
632, 632
242, 242
547, 547
739, 739
4, 4
647, 647
6, 6
186, 186
530, 530
860, 860
64, 64
781, 781
132, 132
887, 887
643, 643
646, 646
540, 540
328, 328
355, 355
13, 13
559, 559
102, 102
319, 319
501, 501
946, 946
287, 287
856, 856
959, 959
868, 868
758, 758
62, 62
955, 955
857, 857
629, 629
795, 795
572, 572
465, 465
97, 97
238, 238
626, 626
806, 806
756, 756
478, 478
214, 214
90, 90
901, 901
949, 949
36, 36
244, 244
764, 764
593, 593
555, 555
799, 799
205, 205
603, 603
146, 146
450, 450
331, 331
496, 496
339, 339
777, 777
842, 842
509, 509
194, 194
327, 327
15, 15
337, 337
769, 769
977, 977
91, 91
198, 198
153, 153
578, 578
436, 436
891, 891
136, 136
610, 610
776, 776
442, 442
54, 54
620, 620
581, 581
667, 667
803, 803
411, 411
847, 847
613, 613
201, 201
708, 708
188, 188
543, 543
183, 183
322, 322
210, 210
202, 202
84, 84
653, 653
736, 736
45, 45
81, 81
424, 424
797, 797
953, 953
447, 447
961, 961
474, 474
840, 840
1, 1
340, 340
434, 434
615, 615
141, 141
789, 789
729, 729
741, 741
159, 159
31, 31
659, 659
579, 579
801, 801
294, 294
588, 588
420, 420
735, 735
557, 557
770, 770
379, 379
841, 841
827, 827
662, 662
792, 792
928, 928
654, 654
672, 672
470, 470
700, 700
560, 560
231, 231
300, 300
224, 224
152, 152
14, 14
497, 497
485, 485
21, 21
481, 481
250, 250
577, 577
72, 72
880, 880
311, 311
935, 935
529, 529
35, 35
241, 241
991, 991
907, 907
96, 96
947, 947
705, 705
454, 454
694, 694
784, 784
515, 515
677, 677
22, 22
924, 924
252, 252
240, 240
832, 832
618, 618
726, 726
904, 904
471, 471
715, 715
145, 145
848, 848
150, 150
908, 908
885, 885
490, 490
605, 605
348, 348
310, 310
614, 614
927, 927
624, 624
937, 937
281, 281
433, 433
511, 511
283, 283
821, 821
269, 269
140, 140
435, 435
212, 212
783, 783
76, 76
754, 754
377, 377
417, 417
671, 671
528, 528
7, 7
408, 408
422, 422
656, 656
353, 353
161, 161
582, 582
409, 409
484, 484
19, 19
278, 278
253, 253
151, 151
180, 180
802, 802
616, 616
137, 137
867, 867
686, 686
763, 763
196, 196
569, 569
304, 304
392, 392
525, 525
863, 863
584, 584
975, 975
830, 830
95, 95
833, 833
906, 906
167, 167
925, 925
